event_id,sta_code,p_polarity,sr_dist_km,takeoff,azimuth,takeoff_uncertainty,azimuth_uncertainty,source,sp_ratio,origin_lat,origin_lon,origin_depth_km,horz_uncert_km,vert_uncert_km,event_mag,station_lat,station_lon,station_depth_km,mean_takeoff,mean_sr_az,mech_quality
3146815,CI.ELM.EHZ,-1.0,95.658,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,34.52638,-117.64064,-0.954,87.1,70.5,A
3146815,CI.FTC.EHZ,-1.0,74.839,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,34.87151,-118.9002,-0.986,82.8,340.0,A
3146815,CI.SND.EHZ,-1.0,104.649,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,35.14264,-118.30286,-1.294,88.6,16.3,A
3146815,CI.HYS.EHZ,-1.0,119.148,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,34.86532,-117.56975,-0.833,96.9,54.2,A
3146815,CI.DBM.EHZ,-1.0,85.658,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,34.97877,-118.36107,-1.162,85.2,16.2,A
3146815,CI.SBK.EHZ,1.0,133.57,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,35.07914,-117.58287,-0.851,123.6,45.6,A
3146815,CI.WSP.EHZ,-1.0,39.885,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,34.59618,-118.57972,-1.188,69.7,5.5,A
3146815,CI.ARV.EHZ,-1.0,100.558,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,35.12687,-118.83008,-0.236,87.8,349.0,A
3146815,CI.PLE.EHZ,-1.0,90.945,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,34.96857,-119.06899,-1.05,86.2,333.1,A
3146815,CI.LOK.VHZ,-1.0,69.203,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,34.72444,-119.09279,-1.538,81.5,321.2,A
3146815,CI.LEO.VHZ,-1.0,52.357,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,34.63064,-118.30505,-1.025,76.0,33.8,A
3146815,CI.LLN.EHZ,-1.0,76.324,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,34.48532,-117.84648,-0.981,83.2,69.0,A
3146815,CI.TWL.VHZ,1.0,4.963,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,34.27827,-118.59548,-0.352,15.6,28.8,A
3146815,CI.CJV.VHZ,-1.0,54.472,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,34.52978,-118.1445,-1.296,76.8,53.6,A
3146815,CI.STT.VHZ,1.0,62.845,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,34.78904,-118.46361,-0.796,79.7,13.4,A
3146815,CI.THC.VHZ,-1.0,74.538,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,34.90853,-118.66443,-1.688,82.8,357.0,A
3146815,CI.FIL.VHZ,1.0,28.387,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,34.42335,-118.83531,-0.205,60.4,316.2,A
3146815,CI.TJR.VHZ,-1.0,88.349,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,35.02722,-118.74373,-0.398,85.6,352.7,A
3146815,CI.QAL.VHZ,-1.0,57.354,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,34.74909,-118.71518,-1.232,77.9,351.4,A
3146815,CI.CAL.VHZ,-1.0,114.25,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,35.10331,-117.94924,-0.69,90.3,32.7,A
3146815,CI.ELS.VHZ,1.0,127.952,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,33.64698,-117.42812,-0.79,102.0,121.0,A
3146815,CI.JAW.EHZ,-1.0,130.908,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,35.31578,-118.04546,-0.711,123.6,23.9,A
3146815,CI.GSA.VLZ,1.0,46.747,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,34.13677,-118.1283,-0.195,73.5,104.1,A
3146815,CI.LHU.VHZ,-1.0,51.71,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,34.67092,-118.41259,-1.0,75.7,21.8,A
3146815,CI.GVR.ASZ,0.5,50.691,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,34.0497,-118.11997,-0.141,75.3,114.6,A
3146815,CI.CFL.ASZ,-1.0,55.921,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,34.33296,-118.02387,-1.56,77.4,79.3,A
3146815,CI.FOX.EHZ,-1.0,66.586,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,34.74431,-118.23255,-0.683,80.8,32.5,A
3146815,CI.SYL.ASZ,-1.0,20.19,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,34.3536,-118.45098,-0.928,50.1,50.9,A
3146815,CI.NHL.ASZ,-1.0,17.058,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,34.39148,-118.59946,-0.542,44.8,6.8,A
3146815,CI.PLS.VHZ,1.0,105.35,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,33.7953,-117.60906,-1.181,88.9,117.9,A
3146815,CI.WIN.EHZ,0.5,152.625,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,33.68299,-117.10366,-0.6,123.6,113.9,A
3146815,CI.SMF.ASZ,-1.0,29.042,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,34.02159,-118.44675,-0.019,61.1,146.4,A
3146815,CI.VRD.EHZ,-1.0,31.545,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,34.21459,-118.27964,-0.897,63.5,95.0,A
3146815,CI.BRCY.EHZ,1.0,7.762,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,34.3074,-118.6037,-0.61,23.7,12.2,A
3146815,CI.CPCP.ELZ,1.0,3.324,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,34.2114,-118.6081,-0.25,10.6,158.3,A
3146815,CI.CSNR.EHZ,1.0,8.294,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,34.2431,-118.5314,-0.24,25.2,87.0,A
