event_id,sta_code,p_polarity,event_id2,origin_lat,origin_lon,origin_depth_km,sr_dist_km,takeoff,azimuth,takeoff_uncertainty,azimuth_uncertainty,source,horz_uncert_km,vert_uncert_km,station_lat,station_lon,station_depth_km,pol_agreement,mean_takeoff,mean_sr_az,mech_quality,pol_agreement_weighted
1,GWR.01.EHZ,-0.01108,81907089,39.36561,-123.25454,7.187,18.222,,,,,con_p,1,1,39.20575,-123.3011,-0.654,1.0,76.4192,192.6901,B,0.01108
1,BARR.00.HHZ,0.0283,81907089,39.36561,-123.25454,7.187,8.357,,,,,con_p,1,1,39.30477,-123.19748,-0.264,1.0,55.2493,144.0542,B,0.0283
1,DCMP.00.HHZ,0.00021,81907089,39.36561,-123.25454,7.187,13.527,,,,,con_p,1,1,39.46897,-123.3375,-0.448,0.0,69.305,328.1787,B,0.0
1,GHGB.01.EHZ,-0.02101,81907089,39.36561,-123.25454,7.187,45.549,,,,,con_p,1,1,39.12745,-122.82347,-0.858,0.0,92.079,125.5498,B,0.0
1,INGL.00.HHZ,0.01518,81907089,39.36561,-123.25454,7.187,42.266,,,,,con_p,1,1,39.52898,-123.69844,-0.29,1.0,90.9313,295.4558,B,0.01518
1,GTC.--.EHZ,0.02197,81907309,39.36722,-123.25664,6.714,25.926,,,,,con_p,1,1,39.39944,-123.55532,-0.369,1.0,84.346,277.9432,B,0.02197
1,GMR.01.EHZ,-0.01266,81907309,39.36722,-123.25664,6.714,31.736,,,,,con_p,1,1,39.13317,-123.46788,-0.37,1.0,87.7374,214.9068,B,0.01266
1,GSN.01.EHZ,0.00408,81907309,39.36722,-123.25664,6.714,47.782,,,,,con_p,1,1,38.9404,-123.19245,-0.849,0.0,93.4223,173.3679,B,0.0
1,GWR.01.EHZ,-0.00923,81907309,39.36722,-123.25664,6.714,18.358,,,,,con_p,1,1,39.20575,-123.3011,-0.654,1.0,78.1323,192.0176,B,0.00923
1,BARR.00.HHZ,0.00966,81907309,39.36722,-123.25664,6.714,8.608,,,,,con_p,1,1,39.30477,-123.19748,-0.264,1.0,58.3097,143.7809,B,0.00966
1,BONV.00.HHZ,-0.0023,81907309,39.36722,-123.25664,6.714,42.967,,,,,con_p,1,1,38.98742,-123.34856,-0.196,1.0,91.8254,190.5984,B,0.0023
1,DCMP.00.HHZ,-0.00228,81907309,39.36722,-123.25664,6.714,13.279,,,,,con_p,1,1,39.46897,-123.3375,-0.448,1.0,70.7329,328.4333,B,0.00228
1,HOPS.00.HHZ,-0.00635,81907309,39.36722,-123.25664,6.714,44.477,,,,,con_p,1,1,38.99349,-123.07234,-0.299,1.0,92.3045,159.1301,B,0.00635
1,INGL.00.HHZ,0.00725,81907309,39.36722,-123.25664,6.714,42.025,,,,,con_p,1,1,39.52898,-123.69844,-0.29,1.0,91.5431,295.3412,B,0.00725
1,GTC.--.EHZ,0.01816,81907424,39.36847,-123.25566,6.833,25.99,,,,,con_p,1,1,39.39944,-123.55532,-0.369,1.0,84.0997,277.614,B,0.01816
1,HBW.--.DPZ,-0.00012,81907424,39.36847,-123.25566,6.833,65.441,,,,,con_p,1,1,38.85853,-122.87569,-0.985,1.0,97.8562,150.0545,B,0.00012
1,KBN.--.EHZ,-0.00767,81907424,39.36847,-123.25566,6.833,58.49,,,,,con_p,1,1,39.89237,-123.19503,-1.329,1.0,96.1305,5.1128,B,0.00767
1,KCPB.--.HHZ,3e-05,81907424,39.36847,-123.25566,6.833,45.147,,,,,con_p,1,1,39.68631,-123.58242,-1.261,0.0,92.3867,321.5213,B,0.0
1,GMR.01.EHZ,-4e-05,81907424,39.36847,-123.25566,6.833,31.898,,,,,con_p,1,1,39.13317,-123.46788,-0.37,1.0,87.5893,214.888,B,4e-05
1,GSN.01.EHZ,0.00098,81907424,39.36847,-123.25566,6.833,47.911,,,,,con_p,1,1,38.9404,-123.19245,-0.849,0.0,93.335,173.4871,B,0.0
1,GWR.01.EHZ,-0.00339,81907424,39.36847,-123.25566,6.833,18.511,,,,,con_p,1,1,39.20575,-123.3011,-0.654,1.0,77.9015,192.1831,B,0.00339
1,DCMP.00.HHZ,-0.01437,81907424,39.36847,-123.25566,6.833,13.206,,,,,con_p,1,1,39.46897,-123.3375,-0.448,1.0,70.0984,327.8061,B,0.01437
1,HOPS.00.HHZ,-0.00433,81907424,39.36847,-123.25566,6.833,44.576,,,,,con_p,1,1,38.99349,-123.07234,-0.299,1.0,92.1796,159.295,B,0.00433
1,INGL.00.HHZ,0.00079,81907424,39.36847,-123.25566,6.833,42.041,,,,,con_p,1,1,39.52898,-123.69844,-0.29,1.0,91.3752,295.1209,B,0.00079
1,GTC.--.EHZ,0.03265,81907567,39.36279,-123.25438,6.846,26.192,,,,,con_p,1,1,39.39944,-123.55532,-0.369,1.0,84.1917,278.9518,B,0.03265
1,KBN.--.EHZ,-0.05105,81907567,39.36279,-123.25438,6.846,59.11,,,,,con_p,1,1,39.89237,-123.19503,-1.329,1.0,96.2622,4.952,B,0.05105
1,KCPB.--.HHZ,0.00244,81907567,39.36279,-123.25438,6.846,45.712,,,,,con_p,1,1,39.68631,-123.58242,-1.261,0.0,92.5745,321.9059,B,0.0
1,GMR.01.EHZ,-0.02899,81907567,39.36279,-123.25438,6.846,31.447,,,,,con_p,1,1,39.13317,-123.46788,-0.37,1.0,87.2721,215.7107,B,0.02899
1,GNR.01.EHZ,0.00109,81907567,39.36279,-123.25438,6.846,37.367,,,,,con_p,1,1,39.20074,-123.63514,-0.327,1.0,89.7558,241.168,B,0.00109
1,GNR.01.HNZ,-0.00024,81907567,39.36279,-123.25438,6.846,37.367,,,,,con_p,1,1,39.20074,-123.63514,-0.327,0.0,89.7558,241.168,B,0.0
1,GSN.01.EHZ,0.00071,81907567,39.36279,-123.25438,6.846,47.271,,,,,con_p,1,1,38.9404,-123.19245,-0.849,0.0,93.1059,173.5328,B,0.0
1,GWR.01.EHZ,-0.0247,81907567,39.36279,-123.25438,6.846,17.919,,,,,con_p,1,1,39.20575,-123.3011,-0.654,1.0,77.2148,192.9533,B,0.0247
1,BARR.00.HHZ,0.00517,81907567,39.36279,-123.25438,6.846,8.097,,,,,con_p,1,1,39.30477,-123.19748,-0.264,1.0,55.9514,142.8303,B,0.00517
1,BONV.00.HHZ,-0.00912,81907567,39.36279,-123.25438,6.846,42.519,,,,,con_p,1,1,38.98742,-123.34856,-0.196,1.0,91.5013,190.9778,B,0.00912
1,DCMP.00.HHZ,-0.00183,81907567,39.36279,-123.25438,6.846,13.801,,,,,con_p,1,1,39.46897,-123.3375,-0.448,1.0,71.2386,328.8166,B,0.00183
1,GHGB.01.EHZ,-0.00017,81907567,39.36279,-123.25438,6.846,45.358,,,,,con_p,1,1,39.12745,-122.82347,-0.858,0.0,92.4456,125.2377,B,0.0
1,HOPS.00.HHZ,-0.00323,81907567,39.36279,-123.25438,6.846,43.947,,,,,con_p,1,1,38.99349,-123.07234,-0.299,1.0,91.9365,159.138,B,0.00323
1,INGL.00.HHZ,0.0291,81907567,39.36279,-123.25438,6.846,42.415,,,,,con_p,1,1,39.52898,-123.69844,-0.29,1.0,91.4694,295.8303,B,0.0291
1,GTC.--.EHZ,0.0275,81907906,39.3684,-123.25572,7.223,25.986,,,,,con_p,1,1,39.39944,-123.55532,-0.369,1.0,83.1507,277.6325,B,0.0275
1,HBW.--.DPZ,-0.00027,81907906,39.3684,-123.25572,7.223,65.437,,,,,con_p,1,1,38.85853,-122.87569,-0.985,1.0,97.4819,150.0472,B,0.00027
1,KBN.--.EHZ,-0.01048,81907906,39.3684,-123.25572,7.223,58.499,,,,,con_p,1,1,39.89237,-123.19503,-1.329,1.0,95.7237,5.1172,B,0.01048
1,GMR.01.EHZ,-0.02155,81907906,39.3684,-123.25572,7.223,31.888,,,,,con_p,1,1,39.13317,-123.46788,-0.37,1.0,86.7568,214.8884,B,0.02155
1,GSN.01.EHZ,0.0197,81907906,39.3684,-123.25572,7.223,47.903,,,,,con_p,1,1,38.9404,-123.19245,-0.849,0.0,92.9098,173.48,B,0.0
1,GWR.01.EHZ,-0.0138,81907906,39.3684,-123.25572,7.223,18.503,,,,,con_p,1,1,39.20575,-123.3011,-0.654,1.0,76.6115,192.1726,B,0.0138
1,BARR.00.HHZ,0.00475,81907906,39.3684,-123.25572,7.223,8.668,,,,,con_p,1,1,39.30477,-123.19748,-0.264,1.0,56.1519,144.7152,B,0.00475
1,BONV.00.HHZ,-8e-05,81907906,39.3684,-123.25572,7.223,43.11,,,,,con_p,1,1,38.98742,-123.34856,-0.196,1.0,91.1473,190.6696,B,8e-05
1,GHGB.01.EHZ,-0.00359,81907906,39.3684,-123.25572,7.223,45.812,,,,,con_p,1,1,39.12745,-122.82347,-0.858,0.0,92.1353,125.7918,B,0.0
1,HOPS.00.HHZ,-0.00366,81907906,39.3684,-123.25572,7.223,44.571,,,,,con_p,1,1,38.99349,-123.07234,-0.299,1.0,91.6521,159.2852,B,0.00366
1,INGL.00.HHZ,0.01239,81907906,39.3684,-123.25572,7.223,42.04,,,,,con_p,1,1,39.52898,-123.69844,-0.29,1.0,90.808,295.1334,B,0.01239
1,GTC.--.EHZ,0.01599,81908067,39.36675,-123.25555,6.712,26.026,,,,,con_p,1,1,39.39944,-123.55532,-0.369,1.0,84.4151,278.0286,B,0.01599
1,GMR.01.EHZ,-0.00987,81908067,39.36675,-123.25555,6.712,31.747,,,,,con_p,1,1,39.13317,-123.46788,-0.37,1.0,87.7487,215.0994,B,0.00987
1,GWR.01.EHZ,-0.01284,81908067,39.36675,-123.25555,6.712,18.326,,,,,con_p,1,1,39.20575,-123.3011,-0.654,1.0,78.1063,192.3382,B,0.01284
1,BARR.00.HHZ,0.02045,81908067,39.36675,-123.25555,6.712,8.51,,,,,con_p,1,1,39.30477,-123.19748,-0.264,1.0,57.9872,144.0819,B,0.02045
1,DCMP.00.HHZ,-0.00038,81908067,39.36675,-123.25555,6.712,13.373,,,,,con_p,1,1,39.46897,-123.3375,-0.448,1.0,70.927,328.2084,B,0.00038
1,INGL.00.HHZ,0.00494,81908067,39.36675,-123.25555,6.712,42.132,,,,,con_p,1,1,39.52898,-123.69844,-0.29,1.0,91.5781,295.3509,B,0.00494
1,GTC.--.EHZ,0.02221,81908075,39.37083,-123.25637,6.896,25.895,,,,,con_p,1,1,39.39944,-123.55532,-0.369,1.0,83.8836,277.0564,B,0.02221
1,HBW.--.DPZ,1e-05,81908075,39.37083,-123.25637,6.896,65.698,,,,,con_p,1,1,38.85853,-122.87569,-0.985,0.0,97.8567,150.1226,B,0.0
1,KBN.--.EHZ,-0.00352,81908075,39.37083,-123.25637,6.896,58.234,,,,,con_p,1,1,39.89237,-123.19503,-1.329,1.0,96.0043,5.1957,B,0.00352
1,KCPB.--.HHZ,-6e-05,81908075,39.37083,-123.25637,6.896,44.903,,,,,con_p,1,1,39.68631,-123.58242,-1.261,1.0,92.2151,321.3739,B,6e-05
1,GMR.01.EHZ,-0.00478,81908075,39.37083,-123.25637,6.896,32.078,,,,,con_p,1,1,39.13317,-123.46788,-0.37,1.0,87.5672,214.5305,B,0.00478
1,GWR.01.EHZ,-0.00597,81908075,39.37083,-123.25637,6.896,18.755,,,,,con_p,1,1,39.20575,-123.3011,-0.654,1.0,77.9547,191.8317,B,0.00597
1,BARR.00.HHZ,0.00367,81908075,39.37083,-123.25637,6.896,8.921,,,,,con_p,1,1,39.30477,-123.19748,-0.264,1.0,58.5364,145.4247,B,0.00367
1,DCMP.00.HHZ,-0.00478,81908075,39.37083,-123.25637,6.896,12.951,,,,,con_p,1,1,39.46897,-123.3375,-0.448,1.0,69.3278,327.4161,B,0.00478
1,HOPS.00.HHZ,-0.00635,81908075,39.37083,-123.25637,6.896,44.843,,,,,con_p,1,1,38.99349,-123.07234,-0.299,1.0,92.1927,159.3406,B,0.00635
1,INGL.00.HHZ,0.00253,81908075,39.37083,-123.25637,6.896,41.874,,,,,con_p,1,1,39.52898,-123.69844,-0.29,1.0,91.2226,294.8312,B,0.00253
1,GTC.--.EHZ,0.02166,81908314,39.36758,-123.25622,6.706,25.956,,,,,con_p,1,1,39.39944,-123.55532,-0.369,1.0,84.3853,277.8446,B,0.02166
1,KCPB.--.HHZ,-1e-05,81908314,39.36758,-123.25622,6.706,45.195,,,,,con_p,1,1,39.68631,-123.58242,-1.261,1.0,92.5697,321.6471,B,1e-05
1,GMR.01.EHZ,-0.00294,81908314,39.36758,-123.25622,6.706,31.789,,,,,con_p,1,1,39.13317,-123.46788,-0.37,1.0,87.7887,214.9188,B,0.00294
1,GWR.01.EHZ,-0.00521,81908314,39.36758,-123.25622,6.706,18.404,,,,,con_p,1,1,39.20575,-123.3011,-0.654,1.0,78.2073,192.1016,B,0.00521
1,BARR.00.HHZ,0.01383,81908314,39.36758,-123.25622,6.706,8.619,,,,,con_p,1,1,39.30477,-123.19748,-0.264,1.0,58.3847,144.1318,B,0.01383
1,DCMP.00.HHZ,-0.01228,81908314,39.36758,-123.25622,6.706,13.264,,,,,con_p,1,1,39.46897,-123.3375,-0.448,1.0,70.7356,328.2099,B,0.01228
1,HOPS.00.HHZ,-0.02232,81908314,39.36758,-123.25622,6.706,44.501,,,,,con_p,1,1,38.99349,-123.07234,-0.299,1.0,92.324,159.1919,B,0.02232
1,INGL.00.HHZ,0.00314,81908314,39.36758,-123.25622,6.706,42.04,,,,,con_p,1,1,39.52898,-123.69844,-0.29,1.0,91.5594,295.2708,B,0.00314
1,GTC.--.EHZ,0.04576,81908840,39.36609,-123.25531,6.763,26.057,,,,,con_p,1,1,39.39944,-123.55532,-0.369,1.0,84.3103,278.1821,B,0.04576
1,GMR.01.EHZ,-0.00799,81908840,39.36609,-123.25531,6.763,31.699,,,,,con_p,1,1,39.13317,-123.46788,-0.37,1.0,87.6098,215.2062,B,0.00799
1,GWR.01.EHZ,-0.00987,81908840,39.36609,-123.25531,6.763,18.259,,,,,con_p,1,1,39.20575,-123.3011,-0.654,1.0,77.8671,192.4507,B,0.00987
1,BARR.00.HHZ,0.02748,81908840,39.36609,-123.25531,6.763,8.439,,,,,con_p,1,1,39.30477,-123.19748,-0.264,1.0,57.5062,143.9031,B,0.02748
1,DCMP.00.HHZ,-9e-05,81908840,39.36609,-123.25531,6.763,13.446,,,,,con_p,1,1,39.46897,-123.3375,-0.448,1.0,70.8649,328.2985,B,9e-05
1,INGL.00.HHZ,0.01502,81908840,39.36609,-123.25531,6.763,42.183,,,,,con_p,1,1,39.52898,-123.69844,-0.29,1.0,91.5193,295.429,B,0.01502
1,79668.10.HNZ,-1e-05,81908840,39.36609,-123.25531,6.763,8.044,,,,,con_p,1,1,39.3907,-123.3433,-0.432,0.0,56.162,289.8883,B,0.0
1,GTC.--.EHZ,0.02898,81909128,39.36854,-123.2561,6.777,25.951,,,,,con_p,1,1,39.39944,-123.55532,-0.369,1.0,84.2101,277.608,B,0.02898
1,HBW.--.DPZ,-0.00019,81909128,39.36854,-123.2561,6.777,65.466,,,,,con_p,1,1,38.85853,-122.87569,-0.985,1.0,97.9158,150.0292,B,0.00019
1,GMR.01.EHZ,-0.00525,81909128,39.36854,-123.2561,6.777,31.882,,,,,con_p,1,1,39.13317,-123.46788,-0.37,1.0,87.6982,214.8242,B,0.00525
1,GNR.01.EHZ,0.00029,81909128,39.36854,-123.2561,6.777,37.549,,,,,con_p,1,1,39.20074,-123.63514,-0.327,1.0,89.9686,240.2045,B,0.00029
1,GSN.01.EHZ,0.00066,81909128,39.36854,-123.2561,6.777,47.923,,,,,con_p,1,1,38.9404,-123.19245,-0.849,0.0,93.3997,173.4433,B,0.0
1,GWR.01.EHZ,-0.01107,81909128,39.36854,-123.2561,6.777,18.511,,,,,con_p,1,1,39.20575,-123.3011,-0.654,1.0,78.085,192.0636,B,0.01107
1,BARR.00.HHZ,0.01861,81909128,39.36854,-123.2561,6.777,8.699,,,,,con_p,1,1,39.30477,-123.19748,-0.264,1.0,58.3302,144.5988,B,0.01861
1,BONV.00.HHZ,-0.00577,81909128,39.36854,-123.2561,6.777,43.119,,,,,con_p,1,1,38.98742,-123.34856,-0.196,1.0,91.782,190.6231,B,0.00577
1,DCMP.00.HHZ,-0.014,81909128,39.36854,-123.2561,6.777,13.179,,,,,con_p,1,1,39.46897,-123.3375,-0.448,1.0,70.275,327.9273,B,0.014
1,GHGB.01.EHZ,7e-05,81909128,39.36854,-123.2561,6.777,45.847,,,,,con_p,1,1,39.12745,-122.82347,-0.858,1.0,92.7112,125.7837,B,7e-05
1,HOPS.00.HHZ,-0.02704,81909128,39.36854,-123.2561,6.777,44.597,,,,,con_p,1,1,38.99349,-123.07234,-0.299,1.0,92.2625,159.2531,B,0.02704
1,INGL.00.HHZ,0.01123,81909128,39.36854,-123.2561,6.777,42.004,,,,,con_p,1,1,39.52898,-123.69844,-0.29,1.0,91.4453,295.1331,B,0.01123
1,AL1.--.DPZ,0.00344,81909816,39.36857,-123.25571,6.718,67.098,,,,,con_p,1,1,38.83822,-122.88345,-0.704,0.0,98.3589,151.5125,B,0.0
1,GTC.--.EHZ,0.0291,81909816,39.36857,-123.25571,6.718,25.984,,,,,con_p,1,1,39.39944,-123.55532,-0.369,1.0,84.375,277.591,B,0.0291
1,GMR.01.EHZ,-0.00047,81909816,39.36857,-123.25571,6.718,31.904,,,,,con_p,1,1,39.13317,-123.46788,-0.37,1.0,87.8372,214.8702,B,0.00047
1,GNR.01.EHZ,0.00053,81909816,39.36857,-123.25571,6.718,37.58,,,,,con_p,1,1,39.20074,-123.63514,-0.327,1.0,90.0879,240.2255,B,0.00053
1,GSN.01.EHZ,0.00035,81909816,39.36857,-123.25571,6.718,47.922,,,,,con_p,1,1,38.9404,-123.19245,-0.849,0.0,93.4634,173.4835,B,0.0
1,GWR.01.EHZ,-0.01172,81909816,39.36857,-123.25571,6.718,18.521,,,,,con_p,1,1,39.20575,-123.3011,-0.654,1.0,78.2894,192.1629,B,0.01172
1,BONV.00.HHZ,-0.01072,81909816,39.36857,-123.25571,6.718,43.129,,,,,con_p,1,1,38.98742,-123.34856,-0.196,1.0,91.8684,190.6661,B,0.01072
1,DCMP.00.HHZ,-0.02168,81909816,39.36857,-123.25571,6.718,13.194,,,,,con_p,1,1,39.46897,-123.3375,-0.448,1.0,70.5472,327.7962,B,0.02168
1,HOPS.00.HHZ,-0.00992,81909816,39.36857,-123.25571,6.718,44.588,,,,,con_p,1,1,38.99349,-123.07234,-0.299,1.0,92.3388,159.2949,B,0.00992
1,INGL.00.HHZ,0.00981,81909816,39.36857,-123.25571,6.718,42.033,,,,,con_p,1,1,39.52898,-123.69844,-0.29,1.0,91.5398,295.1096,B,0.00981
1,GTC.--.EHZ,0.03351,81909892,39.36893,-123.25584,6.808,25.968,,,,,con_p,1,1,39.39944,-123.55532,-0.369,1.0,84.1457,277.5067,B,0.03351
1,KCPB.--.HHZ,0.00121,81909892,39.36893,-123.25584,6.808,45.097,,,,,con_p,1,1,39.68631,-123.58242,-1.261,0.0,92.4015,321.4962,B,0.0
1,GHO.01.EHZ,-0.04137,81909892,39.36893,-123.25584,6.808,43.625,,,,,con_p,1,1,39.04446,-123.54109,-0.671,1.0,91.8918,214.2032,B,0.04137
