event_id,strike,dip,rake,time,latitude,longitude,depth,mag,max_agap,dip_azimuth,misfit,n_fmo,misfit_w_90ci,max_strike_90ci,max_dip_90ci,max_rake_90ci,mult_solution_flag
73666461,160.0,55.0,-180,2021-12-20 21:24:05.760,40.46667,-124.36667,26.48,2.66,220,250,0.10,33,,15,23,30,0
73666466,140.0,80.0,-150,2021-12-20 21:29:59.970,40.46667,-124.28333,24.96,2.59,100,50,0.02,26,,13,30,40,0
73666476,105.0,75.0,140,2021-12-20 21:31:39.020,40.4,-124.23333,22.54,3.18,97,195,0.06,52,,13,25,20,0
73666506,225.0,60.0,30,2021-12-20 21:52:53.240,40.46667,-124.41667,25.08,3.25,222,135,0.12,26,,18,33,40,0
73666511,110.0,70.0,170,2021-12-20 21:53:46.470,40.35,-124.21667,26.93,3.93,92,20,0.05,38,,18,35,30,0
73666526,230.0,60.0,-10,2021-12-20 22:09:15.630,40.31667,-124.36667,31.38,2.59,218,140,0.07,32,,18,43,30,0
73666621,225.0,75.0,30,2021-12-20 23:25:14.690,40.43333,-124.3,23.29,2.75,127,135,0.08,31,,18,35,45,0
73666641,150.0,85.0,-140,2021-12-20 23:40:29.530,40.5,-124.28333,18.36,2.98,150,60,0.00,28,,18,28,40,0
73666666,255.0,55.0,-40,2021-12-21 00:10:58.310,40.38333,-124.23333,23.15,2.79,117,165,0.12,26,,20,18,20,0
73666671,225.0,65.0,0,2021-12-21 00:26:06.370,40.53333,-124.2,26.08,2.61,77,315,0.14,26,,18,45,35,0
73666771,235.0,80.0,0,2021-12-21 02:31:55.340,40.38333,-124.23333,23.36,2.75,113,325,0.05,25,,13,35,20,0
73666781,230.0,25.0,-50,2021-12-21 02:46:03.380,40.4,-124.26667,26.68,2.61,118,140,0.01,25,,18,20,30,0
73666801,140.0,85.0,-180,2021-12-21 03:26:39.360,40.4,-124.23333,26.83,3.84,97,230,0.17,49,,15,35,40,0
73666816,120.0,65.0,120,2021-12-21 04:13:05.560,40.43333,-124.4,24.21,2.77,221,210,0.11,43,,10,20,20,0
73666816,215.0,80.0,-20,2021-12-21 04:13:05.560,40.43333,-124.4,24.21,2.77,221,305,0.12,43,,5,23,40,1
73666831,225.0,80.0,-50,2021-12-21 04:34:19.950,40.43333,-124.28333,27.54,3.76,109,315,0.04,56,,20,20,20,0
73666831,225.0,90.0,90,2021-12-21 04:34:19.950,40.43333,-124.28333,27.54,3.76,109,135,0.05,56,,18,20,15,1
73667151,205.0,90.0,90,2021-12-21 14:09:48.410,40.38333,-124.26667,24.75,2.88,149,115,0.10,62,,30,0,15,0
73667171,180.0,70.0,160,2021-12-21 14:16:14.270,40.46667,-124.3,27.60,3.16,97,270,0.05,28,,15,15,30,0
73667186,250.0,55.0,10,2021-12-21 14:54:49.510,40.45,-124.28333,25.69,2.41,107,160,0.06,27,,18,33,25,0
73667231,165.0,45.0,-180,2021-12-21 16:50:37.020,40.41667,-124.3,24.19,2.84,164,255,0.07,46,,8,35,25,0
73667251,240.0,65.0,100,2021-12-21 17:24:54.060,40.3,-124.63333,20.87,3.23,227,150,0.06,55,,30,20,65,0
73667251,165.0,60.0,0,2021-12-21 17:24:54.060,40.3,-124.63333,20.87,3.23,227,75,0.07,55,,10,35,15,1
73667416,170.0,55.0,20,2021-12-21 23:08:18.700,40.28333,-124.56667,19.76,2.8,232,80,0.10,40,,13,18,35,0
73667431,170.0,75.0,-150,2021-12-22 00:36:41.810,41.01667,-123.3,40.21,2.9,34,80,0.00,30,,10,20,25,0
73667431,265.0,85.0,50,2021-12-22 00:36:41.810,41.01667,-123.3,40.21,2.9,34,175,0.06,30,,10,10,15,1
73667831,130.0,80.0,170,2021-12-23 01:47:41.970,40.28333,-124.38333,30.77,2.92,217,220,0.02,40,,13,35,25,0
73667866,215.0,70.0,-10,2021-12-23 03:28:52.150,40.36667,-124.28333,21.02,3.87,172,125,0.04,63,,10,25,15,0
73668286,250.0,60.0,70,2021-12-24 12:58:09.230,40.3,-124.38333,30.59,3.12,219,160,0.04,29,,20,10,15,0
73668286,125.0,90.0,-160,2021-12-24 12:58:09.230,40.3,-124.38333,30.59,3.12,219,35,0.05,29,,10,33,25,1
73668326,255.0,70.0,20,2021-12-24 18:30:13.390,40.43333,-124.25,25.59,2.87,125,165,0.03,31,,18,40,40,0
73668401,250.0,75.0,-160,2021-12-25 02:49:49.530,40.31667,-124.75,19.58,2.9,234,160,0.07,40,,18,20,60,0
73668476,205.0,35.0,10,2021-12-25 15:57:52.330,40.31667,-124.7,20.15,2.9,231,115,0.14,26,,38,20,60,0
73668996,255.0,60.0,20,2021-12-28 23:17:46.330,40.45,-124.25,27.07,2.77,84,165,0.09,30,,28,35,45,0
73669096,230.0,55.0,-30,2021-12-29 10:59:32.330,40.33333,-124.26667,27.66,2.66,111,140,0.14,29,,23,30,20,0
73669251,170.0,5.0,-110,2021-12-30 12:28:00.240,40.36667,-124.28333,29.11,2.63,141,260,0.20,31,,33,8,35,0
73671446,145.0,90.0,-150,2021-12-31 20:57:46.030,40.46667,-124.31667,19.05,3.81,121,55,0.01,44,,10,20,30,0
73671546,230.0,50.0,10,2021-12-31 21:35:47.590,40.46667,-124.31667,18.55,2.28,119,140,0.02,26,,15,30,35,0
73671851,135.0,90.0,-150,2022-01-01 00:27:51.990,40.46667,-124.31667,19.08,2.88,122,45,0.02,28,,15,23,35,0
73674036,255.0,90.0,-160,2022-01-05 13:58:39.040,40.28333,-124.5,20.05,2.79,232,165,0.04,38,,10,28,35,0
73674136,240.0,75.0,0,2022-01-05 20:20:34.190,40.45,-124.26667,25.14,2.57,110,150,0.05,34,,13,45,35,0
73674241,225.0,60.0,-20,2022-01-06 01:08:38.240,40.45,-124.31667,26.98,2.82,187,315,0.00,39,,13,35,40,0
73674241,145.0,50.0,-170,2022-01-06 01:08:38.240,40.45,-124.31667,26.98,2.82,187,55,0.03,39,,33,28,25,1
73674251,210.0,85.0,10,2022-01-06 02:42:10.830,40.38333,-124.85,12.57,4.58,224,300,0.07,71,,10,35,10,0
73674251,115.0,50.0,-130,2022-01-06 02:42:10.830,40.38333,-124.85,12.57,4.58,224,205,0.07,71,,13,18,10,1
73674491,100.0,70.0,-120,2022-01-06 14:18:18.760,40.36667,-124.73333,18.74,2.66,235,190,0.16,27,,23,10,10,0
73674821,225.0,65.0,0,2022-01-07 00:56:40.260,40.46667,-124.31667,18.75,3.03,119,315,0.07,38,,10,33,25,0
73675736,200.0,75.0,20,2022-01-08 17:08:24.880,40.4,-124.21667,26.39,2.3,94,110,0.07,29,,13,23,30,0
73676346,240.0,70.0,100,2022-01-10 03:10:27.420,41.18333,-123.78333,27.61,2.76,81,150,0.19,33,,20,10,15,0
73676991,220.0,80.0,-10,2022-01-11 12:02:17.650,40.3,-124.36667,28.85,2.59,225,130,0.10,32,,20,53,50,0
73677651,215.0,65.0,-10,2022-01-12 22:44:50.630,40.43333,-124.21667,25.84,2.61,82,125,0.07,39,,13,35,30,0
73677916,115.0,75.0,160,2022-01-13 10:33:52.700,40.01667,-123.75,19.30,2.75,93,205,0.06,31,,20,35,50,0
73677916,125.0,30.0,-120,2022-01-13 10:33:52.700,40.01667,-123.75,19.30,2.75,93,215,0.13,31,,13,13,15,1
73678171,115.0,75.0,90,2022-01-14 02:24:29.390,40.01667,-123.75,18.05,2.48,94,205,0.03,28,,33,20,30,0
73678171,200.0,50.0,-50,2022-01-14 02:24:29.390,40.01667,-123.75,18.05,2.48,94,290,0.02,28,,35,20,25,1
73678776,220.0,35.0,-40,2022-01-15 13:10:58.400,40.36667,-124.28333,28.69,2.69,138,130,0.10,39,,20,23,35,0
73679266,220.0,65.0,0,2022-01-16 18:08:36.740,40.45,-124.46667,19.66,2.34,234,310,0.15,26,,8,35,30,0
73679266,150.0,70.0,-110,2022-01-16 18:08:36.740,40.45,-124.46667,19.66,2.34,234,60,0.21,26,,33,18,20,1
73679391,220.0,70.0,-100,2022-01-16 23:21:24.900,40.43333,-124.71667,20.76,2.72,232,130,0.11,28,,25,15,25,0
73679391,125.0,45.0,130,2022-01-16 23:21:24.900,40.43333,-124.71667,20.76,2.72,232,215,0.11,28,,18,20,25,1
73679486,260.0,45.0,130,2022-01-17 02:55:08.060,40.28333,-124.36667,18.39,2.88,235,170,0.08,39,,18,15,10,0
73679816,210.0,45.0,90,2022-01-17 20:42:36.000,40.3,-124.63333,18.19,2.77,227,120,0.13,36,,33,15,45,0
73681716,210.0,5.0,-110,2022-01-22 00:33:30.930,40.31667,-124.23333,26.46,2.34,77,120,0.03,28,,28,10,25,0
73682016,160.0,65.0,-120,2022-01-22 20:57:15.710,40.53333,-124.0,22.44,2.46,43,70,0.09,33,,15,15,25,0
73682211,115.0,85.0,-130,2022-01-23 09:42:49.980,40.28333,-124.55,11.68,2.68,234,205,0.10,26,,23,35,55,0
73683751,100.0,45.0,-160,2022-01-27 22:01:08.710,39.78333,-123.16667,6.52,2.38,41,190,0.12,25,,18,38,35,0
73683766,145.0,60.0,130,2022-01-27 22:07:58.380,40.46667,-124.31667,17.99,2.68,114,235,0.23,44,,20,20,30,0
73684671,130.0,50.0,-140,2022-01-28 03:40:17.270,39.78333,-123.18333,8.89,2.51,40,220,0.21,41,,15,25,20,0
73684811,105.0,45.0,-160,2022-01-28 10:32:11.060,39.78333,-123.18333,8.82,2.32,41,195,0.11,28,,10,30,25,0
73684816,130.0,45.0,-150,2022-01-28 10:36:54.660,39.78333,-123.18333,9.47,2.59,64,220,0.12,30,,18,25,35,0
73684891,210.0,50.0,30,2022-01-28 13:39:00.170,39.78333,-123.18333,6.89,2.37,40,120,0.04,26,,10,33,40,0
73684891,90.0,30.0,150,2022-01-28 13:39:00.170,39.78333,-123.18333,6.89,2.37,40,180,0.12,26,,13,20,20,1
73684906,190.0,85.0,60,2022-01-28 15:14:03.070,39.78333,-123.16667,6.97,2.36,40,280,0.06,25,,10,18,35,0
73685051,125.0,50.0,120,2022-01-28 23:37:44.040,40.46667,-124.31667,18.63,2.21,104,215,0.05,25,,18,13,40,0
73685401,260.0,90.0,-150,2022-01-29 14:21:02.100,40.31667,-124.65,19.06,2.7,230,170,0.20,48,,10,33,60,0
73685401,175.0,90.0,10,2022-01-29 14:21:02.100,40.31667,-124.65,19.06,2.7,230,85,0.21,48,,25,45,40,1
73685406,215.0,35.0,10,2022-01-29 14:35:40.520,39.8,-123.18333,7.48,2.91,29,125,0.18,45,,23,33,35,0
73685486,225.0,60.0,60,2022-01-29 18:37:31.400,40.28333,-124.33333,8.30,2.77,193,135,0.05,42,,20,18,25,0
73685556,170.0,35.0,-80,2022-01-29 21:46:34.080,40.55,-123.83333,26.43,2.63,51,80,0.13,43,,15,15,30,0
73686851,140.0,35.0,-60,2022-02-01 14:28:19.810,40.36667,-124.28333,27.55,2.59,138,230,0.02,31,,38,15,25,0
73690306,135.0,40.0,150,2022-02-09 03:09:35.100,41.33333,-123.5,35.81,2.63,85,225,0.09,30,,28,20,35,0
73694741,140.0,75.0,-130,2022-02-18 22:17:01.380,40.38333,-124.28333,26.14,2.43,137,230,0.07,28,,13,20,50,0
73699191,140.0,85.0,-140,2022-03-01 01:04:31.670,40.48333,-124.3,19.28,2.2,136,50,0.01,27,,10,20,25,0
73699546,215.0,90.0,30,2022-03-01 16:06:50.470,40.28333,-124.36667,29.60,2.54,225,125,0.16,32,,23,35,50,0
73699546,185.0,5.0,30,2022-03-01 16:06:50.470,40.28333,-124.36667,29.60,2.54,225,275,0.13,32,,13,10,20,1
73703226,200.0,85.0,-60,2022-03-09 09:07:42.820,40.13333,-123.83333,22.06,2.28,60,110,0.04,26,,18,8,15,0
73703361,255.0,60.0,10,2022-03-09 17:54:47.110,40.38333,-124.26667,27.39,2.73,126,165,0.08,41,,5,35,20,0
73703681,160.0,70.0,80,2022-03-10 06:37:47.530,40.23333,-124.11667,12.96,2.4,125,250,0.05,26,,33,18,25,0
73705706,190.0,75.0,-140,2022-03-15 00:48:49.460,40.4,-124.28333,25.14,2.52,130,100,0.16,35,,13,20,35,0
73708346,140.0,30.0,-130,2022-03-21 08:31:58.570,40.71667,-124.01667,27.45,2.63,52,230,0.18,45,,10,20,10,0
73709221,105.0,15.0,20,2022-03-23 09:56:36.520,40.13333,-123.81667,22.86,2.79,65,15,0.08,29,,20,33,20,0
73710116,165.0,35.0,-140,2022-03-25 07:37:18.530,40.43333,-124.25,25.86,2.32,98,75,0.15,27,,33,25,35,0
73710501,225.0,45.0,-70,2022-03-26 07:49:02.810,40.51667,-124.3,29.16,2.38,182,135,0.03,25,,18,8,30,0
73710731,240.0,70.0,0,2022-03-26 19:03:58.150,40.43333,-124.15,26.45,2.39,93,330,0.04,25,,15,45,40,0
73713091,220.0,45.0,-60,2022-04-01 15:31:59.620,40.8,-123.46667,26.05,3.02,28,130,0.16,42,,20,28,30,0
73713331,170.0,50.0,-110,2022-04-02 10:31:04.680,41.03333,-123.5,33.39,3.54,42,80,0.17,60,,15,20,20,0
73714181,205.0,40.0,-50,2022-04-04 15:16:46.240,40.48333,-124.2,21.40,4.07,56,295,0.14,86,,25,20,20,0
73714176,150.0,75.0,-120,2022-04-04 15:18:31.590,40.46667,-124.21667,21.41,3.8,60,60,0.13,55,,15,15,25,0
73714176,140.0,25.0,-110,2022-04-04 15:18:31.590,40.46667,-124.21667,21.41,3.8,60,230,0.14,55,,15,13,20,1
73714286,150.0,75.0,-140,2022-04-04 21:16:24.530,40.46667,-124.21667,21.43,2.78,60,60,0.06,38,,10,15,15,0
73714641,220.0,90.0,-10,2022-04-05 10:17:20.280,40.31667,-124.35,27.46,2.58,218,130,0.07,36,,13,40,55,0
73717261,260.0,45.0,40,2022-04-12 00:54:16.370,40.45,-124.26667,24.84,2.55,92,170,0.15,37,,13,13,20,0
73717261,145.0,90.0,-160,2022-04-12 00:54:16.370,40.45,-124.26667,24.84,2.55,92,55,0.16,37,,15,33,40,1
73718040,265.0,50.0,120,2022-04-15 22:19:56.640,40.41667,-124.4,10.74,2.56,227,175,0.13,42,,15,18,35,0
73718040,180.0,55.0,0,2022-04-15 22:19:56.640,40.41667,-124.4,10.74,2.56,227,90,0.19,42,,10,38,15,1
73722935,210.0,65.0,-20,2022-04-25 02:10:05.750,40.56667,-124.08333,22.32,1.81,37,120,0.06,25,,18,30,35,0
73723030,145.0,85.0,-130,2022-04-25 06:18:32.570,40.56667,-124.33333,21.62,2.73,199,55,0.06,38,,18,23,25,0
73726411,170.0,65.0,150,2022-04-30 04:17:20.300,40.08333,-123.03333,40.83,2.38,119,260,0.17,26,,23,43,50,0
73728211,125.0,50.0,120,2022-05-02 14:19:30.890,40.56667,-124.31667,20.91,2.72,197,215,0.03,27,,20,13,30,0
73728211,240.0,60.0,30,2022-05-02 14:19:30.890,40.56667,-124.31667,20.91,2.72,197,330,0.07,27,,10,28,20,1
73729226,185.0,55.0,-120,2022-05-04 13:56:06.310,40.65,-123.75,26.62,2.53,31,95,0.07,30,,28,23,20,0
73730206,250.0,80.0,10,2022-05-06 20:17:27.060,40.81667,-124.35,23.02,3.25,190,160,0.10,49,,10,35,20,0
73730206,150.0,70.0,140,2022-05-06 20:17:27.060,40.81667,-124.35,23.02,3.25,190,240,0.16,49,,13,13,15,1
73735891,190.0,75.0,-130,2022-05-20 06:16:08.270,40.3,-124.36667,8.33,2.47,228,100,0.06,25,,13,15,30,0
73736021,140.0,85.0,-140,2022-05-20 16:20:35.460,40.48333,-124.3,19.16,3.05,127,50,0.08,42,,13,20,25,0
73739276,95.0,5.0,-60,2022-05-29 22:58:25.220,40.81667,-123.26667,28.67,2.85,49,185,0.07,30,,40,20,30,0
73743421,250.0,75.0,-170,2022-06-09 22:26:59.100,40.28333,-124.51667,20.18,3.79,235,160,0.03,78,,10,23,40,0
73743421,90.0,30.0,-110,2022-06-09 22:26:59.100,40.28333,-124.51667,20.18,3.79,235,180,0.03,78,,13,8,15,1
73747016,220.0,65.0,30,2022-06-18 11:22:49.660,40.58333,-124.16667,18.57,2.68,70,130,0.08,38,,18,20,30,0
73751651,185.0,80.0,-120,2022-06-27 14:44:42.590,40.6,-123.21667,28.06,2.59,54,95,0.06,31,,8,8,10,0
73753046,215.0,50.0,-10,2022-07-01 01:40:51.590,40.36667,-124.3,28.50,2.65,174,125,0.07,41,,13,43,25,0
73753416,210.0,65.0,-100,2022-07-02 07:51:22.870,40.08333,-123.68333,22.61,2.06,66,120,0.18,29,,25,15,35,0
73753416,190.0,80.0,-130,2022-07-02 07:51:22.870,40.08333,-123.68333,22.61,2.06,66,100,0.19,29,,33,23,50,1
73753546,135.0,45.0,-60,2022-07-02 15:57:26.040,40.28333,-124.66667,14.85,2.62,234,225,0.10,31,,15,20,10,0
73753546,220.0,80.0,70,2022-07-02 15:57:26.040,40.28333,-124.66667,14.85,2.62,234,130,0.10,31,,15,13,10,1
73757961,130.0,70.0,-140,2022-07-12 19:57:59.990,40.53333,-124.06667,22.52,2.16,42,220,0.05,29,,10,15,40,0
73757961,110.0,45.0,100,2022-07-12 19:57:59.990,40.53333,-124.06667,22.52,2.16,42,200,0.13,29,,18,15,15,1
73758756,90.0,70.0,130,2022-07-15 02:42:39.400,41.26667,-123.51667,39.55,2.99,67,180,0.02,41,,15,18,40,0
73761566,265.0,50.0,-110,2022-07-22 07:50:28.190,40.68333,-123.95,24.58,2.12,46,175,0.04,28,,40,23,45,0
73762466,185.0,20.0,-50,2022-07-25 01:56:30.500,40.26667,-123.81667,31.43,2.38,35,275,0.07,46,,35,13,25,0
73763836,120.0,65.0,-130,2022-07-28 20:49:33.570,40.46667,-124.78333,16.53,2.7,229,210,0.02,38,,25,20,60,0
73764136,225.0,75.0,-40,2022-07-29 19:39:38.970,40.1,-123.78333,21.94,1.62,86,135,0.17,26,,15,13,25,0
73764136,175.0,90.0,-150,2022-07-29 19:39:38.970,40.1,-123.78333,21.94,1.62,86,85,0.20,26,,13,15,20,1
73764346,210.0,65.0,-120,2022-07-30 10:13:11.940,40.38333,-124.88333,11.09,2.66,230,120,0.20,42,,33,23,55,0
73764346,140.0,10.0,10,2022-07-30 10:13:11.940,40.38333,-124.88333,11.09,2.66,230,50,0.21,42,,33,33,55,1
73763090,220.0,60.0,-20,2022-08-02 13:46:50.250,40.38333,-124.23333,28.90,2.07,105,130,0.06,27,,13,28,35,0
73763275,235.0,50.0,80,2022-08-02 21:44:06.980,40.3,-124.56667,15.88,3.9,232,145,0.10,75,,15,8,35,0
73763275,185.0,25.0,0,2022-08-02 21:44:06.980,40.3,-124.56667,15.88,3.9,232,275,0.11,75,,18,28,10,0
73763275,185.0,75.0,0,2022-08-02 21:44:06.980,40.3,-124.56667,15.88,3.9,232,95,0.11,75,,10,30,20,1
73764030,225.0,80.0,0,2022-08-04 14:31:39.810,40.4,-124.73333,20.80,2.71,231,135,0.03,31,,20,20,60,0
73764600,235.0,80.0,-20,2022-08-05 16:58:07.940,40.46667,-124.26667,18.95,1.64,98,145,0.05,25,,20,35,30,0
73764790,245.0,60.0,0,2022-08-06 07:53:07.530,40.33333,-124.23333,28.93,2.47,91,155,0.05,44,,10,30,20,0
73766710,105.0,80.0,-140,2022-08-11 05:13:18.310,40.46667,-124.78333,20.39,2.7,224,195,0.11,48,,8,10,15,0
73766710,260.0,50.0,90,2022-08-11 05:13:18.310,40.46667,-124.78333,20.39,2.7,224,170,0.14,48,,8,5,10,1
73767575,220.0,85.0,-70,2022-08-13 07:25:36.240,41.11667,-123.86667,28.27,3.17,56,130,0.03,52,,20,18,60,0
73767655,95.0,75.0,-170,2022-08-13 12:33:35.760,40.75,-123.93333,22.58,3.57,31,185,0.04,90,,8,28,15,0
73767670,150.0,55.0,-80,2022-08-13 13:07:10.580,40.75,-123.91667,22.21,2.28,32,240,0.10,31,,23,10,25,0
73767670,170.0,90.0,-10,2022-08-13 13:07:10.580,40.75,-123.91667,22.21,2.28,32,80,0.14,31,,15,33,25,1
73768135,220.0,65.0,-120,2022-08-14 21:27:11.710,40.75,-123.95,21.76,2.32,42,130,0.10,26,,20,8,20,0
73768135,160.0,85.0,50,2022-08-14 21:27:11.710,40.75,-123.95,21.76,2.32,42,250,0.09,26,,20,15,15,1
73768295,225.0,65.0,-90,2022-08-15 06:19:36.070,40.13333,-123.83333,22.68,2.18,53,135,0.11,27,,28,18,35,0
73768410,215.0,35.0,-120,2022-08-15 16:52:45.780,40.41667,-123.45,27.28,2.52,100,125,0.06,27,,30,10,20,0
73769780,225.0,50.0,30,2022-08-19 20:35:45.240,40.46667,-124.3,17.81,2.31,127,135,0.03,26,,20,20,20,0
73771380,150.0,40.0,150,2022-08-24 16:36:24.680,40.45,-124.2,28.77,2.26,67,240,0.05,33,,15,20,35,0
73773385,215.0,30.0,-160,2022-08-30 08:33:41.880,40.36667,-124.93333,7.08,2.77,234,125,0.12,46,,20,23,10,0
73774035,215.0,80.0,-20,2022-08-31 22:41:44.170,40.5,-124.25,26.24,3.33,111,305,0.12,88,,10,33,30,0
73775620,120.0,60.0,80,2022-09-05 04:33:09.850,40.01667,-123.76667,17.60,1.97,116,210,0.13,27,,35,10,30,0
73775750,135.0,80.0,120,2022-09-05 13:40:09.430,40.01667,-123.76667,17.26,2.73,86,225,0.12,27,,18,13,30,0
73781676,195.0,15.0,-70,2022-09-14 21:27:09.110,40.91667,-123.46667,22.26,2.42,43,105,0.02,28,,18,10,25,0
73782521,135.0,65.0,-150,2022-09-16 21:56:38.390,40.5,-124.2,20.38,2.09,108,225,0.09,29,,15,25,35,0
73783746,145.0,75.0,140,2022-09-20 06:43:35.510,40.5,-124.41667,28.99,2.32,219,235,0.07,33,,13,23,30,0
73783746,145.0,90.0,-130,2022-09-20 06:43:35.510,40.5,-124.41667,28.99,2.32,219,55,0.09,33,,23,10,10,1
73783911,105.0,90.0,150,2022-09-20 14:03:08.070,39.8,-123.18333,9.05,3.96,28,15,0.06,72,,13,23,20,0
73783921,220.0,40.0,-10,2022-09-20 14:12:13.840,39.8,-123.18333,8.54,2.59,63,130,0.12,31,,15,25,30,0
73783921,140.0,55.0,140,2022-09-20 14:12:13.840,39.8,-123.18333,8.54,2.59,63,230,0.11,31,,15,25,30,1
73783941,185.0,75.0,-90,2022-09-20 14:31:31.740,39.78333,-123.16667,6.61,2.14,41,95,0.14,27,,20,15,20,0
73783941,150.0,60.0,-120,2022-09-20 14:31:31.740,39.78333,-123.16667,6.61,2.14,41,60,0.14,27,,20,23,15,1
73784676,180.0,30.0,-10,2022-09-22 17:06:52.580,39.78333,-123.18333,6.24,2.77,40,90,0.02,25,,13,35,35,0
73785481,205.0,75.0,-30,2022-09-24 19:27:39.450,40.3,-124.71667,13.08,4.84,228,295,0.02,75,,13,18,20,0
73785481,115.0,45.0,-110,2022-09-24 19:27:39.450,40.3,-124.71667,13.08,4.84,228,205,0.03,75,,10,10,5,1
73786101,195.0,65.0,50,2022-09-26 17:07:38.680,39.78333,-123.18333,6.42,2.52,31,105,0.14,37,,10,30,35,0
73792161,135.0,55.0,-170,2022-10-11 10:54:05.980,40.43333,-124.05,22.83,2.03,40,225,0.03,27,,8,30,40,0
73792971,235.0,70.0,-30,2022-10-13 06:05:34.510,40.4,-124.28333,25.95,2.36,131,145,0.06,31,,18,33,30,0
73795876,125.0,85.0,-140,2022-10-19 20:59:32.730,40.38333,-124.28333,26.46,2.67,142,35,0.12,47,,10,15,25,0
73795876,215.0,80.0,70,2022-10-19 20:59:32.730,40.38333,-124.28333,26.46,2.67,142,125,0.13,47,,15,10,25,1
73796766,185.0,55.0,-100,2022-10-20 07:55:16.770,40.33333,-123.51667,33.05,4.32,35,95,0.07,100,,23,13,20,0
73797716,260.0,35.0,30,2022-10-22 01:29:57.340,40.58333,-124.06667,24.10,2.61,33,170,0.10,42,,18,23,30,0
73797821,195.0,90.0,-50,2022-10-22 07:31:32.250,40.58333,-124.28333,22.97,2.24,183,105,0.02,27,,15,18,30,0
73798306,255.0,55.0,0,2022-10-23 18:16:23.050,40.56667,-124.13333,28.35,4.1,49,165,0.07,96,,10,40,20,0
73799821,115.0,70.0,150,2022-10-27 17:54:22.550,40.3,-124.36667,28.88,3.66,225,205,0.04,72,,10,20,15,0
73799821,230.0,60.0,60,2022-10-27 17:54:22.550,40.3,-124.36667,28.88,3.66,225,140,0.04,72,,10,10,20,1
73800731,180.0,80.0,-100,2022-10-29 13:30:39.890,40.91667,-123.45,26.26,2.31,41,90,0.21,28,,53,25,20,0
73802510,180.0,75.0,-40,2022-11-07 19:38:53.130,39.78333,-123.18333,5.85,2.51,40,270,0.15,30,,13,28,60,0
73802510,100.0,65.0,-150,2022-11-07 19:38:53.130,39.78333,-123.18333,5.85,2.51,40,190,0.19,30,,15,35,30,1
73809341,100.0,55.0,-20,2022-11-19 17:09:36.690,40.33333,-124.23333,23.40,2.33,88,190,0.00,28,,18,33,30,0
73811936,255.0,5.0,50,2022-11-27 04:00:15.650,40.35,-124.55,25.42,2.66,235,165,0.11,37,,20,25,35,0
73816421,195.0,40.0,0,2022-12-09 05:06:23.400,40.26667,-124.4,17.16,2.48,235,105,0.15,28,,10,35,20,0
73817481,220.0,90.0,0,2022-12-12 01:04:54.450,40.33333,-124.26667,27.35,2.68,119,130,0.12,42,,13,33,25,0
73818801,140.0,60.0,170,2022-12-15 02:16:03.290,40.46667,-124.5,26.34,2.4,235,230,0.04,25,,10,25,40,0
73819026,140.0,45.0,-100,2022-12-15 19:33:28.750,40.7,-123.8,20.84,2.54,54,230,0.07,33,,15,8,20,0
73819121,250.0,80.0,-30,2022-12-16 00:53:01.630,40.48333,-124.83333,18.79,2.77,227,340,0.16,45,,13,33,70,0
73820866,120.0,20.0,140,2022-12-19 23:45:27.750,40.23333,-124.13333,12.57,2.18,117,210,0.24,26,,53,25,50,0
73820866,180.0,70.0,90,2022-12-19 23:45:27.750,40.23333,-124.13333,12.57,2.18,117,270,0.24,26,,35,18,35,1
73821036,245.0,80.0,20,2022-12-20 10:34:24.770,40.51667,-124.41667,17.91,6.4,214,335,0.05,114,,8,13,30,0
73821046,240.0,85.0,-20,2022-12-20 10:39:02.360,40.51667,-124.18333,26.55,4.92,60,150,0.21,61,,15,35,25,0
73821071,165.0,20.0,-170,2022-12-20 10:47:34.230,40.6,-124.05,15.37,2.51,42,255,0.14,25,,33,25,30,0
73821076,185.0,35.0,-60,2022-12-20 10:48:38.340,40.58333,-123.9,25.12,2.59,44,275,0.13,29,,25,20,35,0
73821106,220.0,85.0,-30,2022-12-20 10:52:39.630,40.58333,-124.3,20.75,3.05,190,130,0.11,54,,15,18,30,0
73821156,175.0,50.0,-100,2022-12-20 11:09:01.730,40.53333,-124.31667,17.94,2.99,190,85,0.11,28,,18,13,20,0
73821156,170.0,80.0,-140,2022-12-20 11:09:01.730,40.53333,-124.31667,17.94,2.99,190,80,0.14,28,,10,23,20,1
73821181,135.0,90.0,-130,2022-12-20 11:21:40.110,40.58333,-124.25,20.96,2.71,166,45,0.12,30,,28,30,25,0
73821181,200.0,70.0,20,2022-12-20 11:21:40.110,40.58333,-124.25,20.96,2.71,166,290,0.14,30,,10,35,20,1
73821196,170.0,70.0,-130,2022-12-20 11:30:29.240,40.5,-124.4,16.91,2.74,217,80,0.00,37,,25,23,30,0
73821226,190.0,50.0,-120,2022-12-20 11:42:54.980,40.51667,-124.3,17.94,3.02,180,100,0.19,55,,20,30,40,0
73821251,195.0,80.0,-40,2022-12-20 11:50:10.220,40.56667,-124.13333,23.49,2.37,47,285,0.16,26,,13,28,35,0
73821341,220.0,65.0,-70,2022-12-20 12:20:28.950,40.53333,-124.3,18.32,2.56,183,130,0.08,27,,10,25,45,0
73821346,145.0,85.0,-120,2022-12-20 12:21:43.940,40.58333,-124.08333,18.46,2.99,32,55,0.10,30,,8,15,15,0
